First_Column,Second_Column,Third_Column
2200,63426,1
2222,63426,1
2274,63426,1
2297,63426,1
2315,63426,1
2382,63426,2
2422,63426,1
2476,63426,1
2480,63426,1
2484,63426,1
2495,63426,2
2530,63426,3
2533,63426,1
2538,63426,3
2553,63426,5
2599,63426,1
2607,63426,1
2621,63426,1
2623,63426,1
2745,63426,2
2752,63426,1
2781,63426,3
2792,63426,1
2856,63426,1
2870,63426,1
2917,63426,1
2946,63426,1
2959,63426,2
3013,63426,1
3058,63426,1
3096,63426,1
3101,63426,1
3112,63426,2
3206,63426,1
3276,63426,1
3279,63426,3
3330,63426,1
3390,63426,1
3393,63426,2
3448,63426,1
3449,63426,3
3526,63426,1
3529,63426,2
3546,63426,1
3552,63426,3
3583,63426,1
3585,63426,1
3610,63426,1
3617,63426,3
3635,63426,1
3658,63426,1
3727,63426,1
3741,63426,1
3742,63426,1
3776,63426,1
3780,63426,1
3819,63426,1
3833,63426,1
3856,63426,2
3943,63426,1
3957,63426,1
3986,63426,1
3996,63426,1
4011,63426,1
4033,63426,1
4066,63426,2
4095,63426,1
4100,63426,1
4164,63426,3
4180,63426,2
4224,63426,1
4299,63426,1
4314,63426,2
4336,63426,2
4402,63426,1
4413,63426,1
4417,63426,1
4442,63426,2
4446,63426,1
4466,63426,2
4518,63426,6
4519,63426,1
4537,63426,1
4563,63426,2
4572,63426,1
4579,63426,1
4590,63426,3
4596,63426,1
4604,63426,1
4632,63426,2
4652,63426,1
4690,63426,2
4736,63426,1
4760,63426,1
4789,63426,4
4809,63426,1
4880,63426,2
4903,63426,1
4935,63426,7
4965,63426,8
4976,63426,1
4978,63426,1
4980,63426,1
5016,63426,2
5108,63426,1
5121,63426,1
5134,63426,3
5150,63426,1
5153,63426,1
5179,63426,1
5229,63426,3
5256,63426,1
5260,63426,1
5267,63426,1
5286,63426,2
5293,63426,1
5384,63426,1
5445,63426,1
5499,63426,3
5507,63426,2
5523,63426,2
5586,63426,1
5617,63426,1
5632,63426,1
5690,63426,1
5692,63426,2
5694,63426,2
5697,63426,1
5715,63426,1
5759,63426,5
5854,63426,3
5967,63426,1
6027,63426,1
6048,63426,1
6066,63426,2
6069,63426,1
6071,63426,1
6085,63426,1
6107,63426,2
6147,63426,1
6206,63426,1
6325,63426,1
6391,63426,1
6393,63426,3
6417,63426,1
6444,63426,4
6446,63426,1
6540,63426,1
6542,63426,1
6608,63426,1
6631,63426,1
6804,63426,1
6860,63426,1
6901,63426,1
7016,63426,1
7031,63426,1
7034,63426,1
7047,63426,6
7054,63426,1
7145,63426,1
7242,63426,1
7274,63426,3
7275,63426,1
7277,63426,4
7460,63426,1
7461,63426,1
7465,63426,1
7495,63426,1
7497,63426,1
7540,63426,1
7541,63426,2
7558,63426,1
7562,63426,5
7572,63426,1
7583,63426,1
7602,63426,1
7607,63426,1
7744,63426,1
7831,63426,1
7840,63426,1
7841,63426,1
7843,63426,5
7933,63426,1
7978,63426,3
7986,63426,1
8040,63426,1
8060,63426,1
8068,63426,1
8074,63426,2
8114,63426,2
8123,63426,5
8185,63426,1
8219,63426,2
8230,63426,4
8234,63426,1
8241,63426,2
8251,63426,1
8283,63426,1
8379,63426,1
8392,63426,1
8423,63426,2
8452,63426,1
8499,63426,1
8510,63426,1
8544,63426,1
8567,63426,1
8637,63426,1
8653,63426,4
8675,63426,1
8700,63426,1
8732,63426,1
8745,63426,1
8786,63426,1
8820,63426,1
8866,63426,6
8899,63426,3
8911,63426,1
8997,63426,1
8998,63426,1
9018,63426,1
9028,63426,1
9061,63426,1
9086,63426,2
9144,63426,1
9208,63426,2
9223,63426,2
9237,63426,5
9243,63426,2
9275,63426,1
9288,63426,1
9341,63426,1
9342,63426,1
9464,63426,1
9578,63426,1
9650,63426,2
9655,63426,2
9720,63426,1
9793,63426,1
9838,63426,1
9845,63426,1
9876,63426,1
9879,63426,1
9897,63426,1
9936,63426,1
9965,63426,1
9970,63426,2
9981,63426,2
9986,63426,3
10029,63426,1
10036,63426,2
10074,63426,1
10104,63426,1
10122,63426,1
10205,63426,1
10218,63426,1
10303,63426,1
10340,63426,1
10380,63426,1
10424,63426,1
10428,63426,3
10570,63426,2
10588,63426,2
10637,63426,1
10640,63426,2
10645,63426,1
10672,63426,1
10696,63426,1
10705,63426,2
10757,63426,2
10759,63426,1
10761,63426,1
10765,63426,1
10796,63426,2
10882,63426,5
10933,63426,1
10991,63426,1
11009,63426,4
11053,63426,1
11130,63426,2
11269,63426,1
11373,63426,1
11382,63426,1
11428,63426,2
11482,63426,1
11534,63426,1
11572,63426,1
11627,63426,1
11749,63426,2
11794,63426,1
11819,63426,2
11820,63426,3
11840,63426,1
11880,63426,1
11901,63426,1
11912,63426,7
12085,63426,1
12099,63426,8
12123,63426,1
12152,63426,1
12165,63426,1
12250,63426,1
12252,63426,3
12304,63426,2
12365,63426,2
12433,63426,1
12535,63426,1
12577,63426,1
12617,63426,1
12646,63426,10
12649,63426,1
12670,63426,2
12889,63426,2
12917,63426,1
12920,63426,1
12970,63426,1
13071,63426,1
13084,63426,1
13088,63426,1
13102,63426,1
13147,63426,1
13160,63426,1
13186,63426,1
13207,63426,1
13211,63426,3
13216,63426,2
13254,63426,1
13263,63426,1
13264,63426,3
13285,63426,1
13308,63426,1
13311,63426,1
13329,63426,1
13336,63426,1
13348,63426,1
13351,63426,1
13420,63426,1
13425,63426,4
13431,63426,1
13465,63426,2
13477,63426,7
13536,63426,1
13541,63426,1
13573,63426,1
13623,63426,1
13626,63426,1
13682,63426,2
13729,63426,1
13742,63426,1
13785,63426,1
13792,63426,6
13904,63426,1
13916,63426,1
13918,63426,1
13990,63426,1
13995,63426,1
14008,63426,1
14016,63426,1
14077,63426,1
14081,63426,1
14112,63426,1
14145,63426,1
14213,63426,3
14256,63426,1
14418,63426,1
14498,63426,5
14515,63426,2
14529,63426,7
14539,63426,1
14554,63426,2
14569,63426,1
14571,63426,2
14679,63426,2
14692,63426,1
14741,63426,1
14747,63426,2
14786,63426,2
14827,63426,1
14854,63426,1
14888,63426,1
15028,63426,1
15042,63426,1
15045,63426,1
15053,63426,1
15075,63426,1
15080,63426,2
15141,63426,1
15160,63426,2
15168,63426,1
15188,63426,1
15285,63426,1
15297,63426,1
15308,63426,2
15342,63426,1
15390,63426,1
15557,63426,1
15566,63426,1
15570,63426,1
15578,63426,2
15600,63426,1
15635,63426,1
15658,63426,1
15659,63426,2
15711,63426,1
15712,63426,1
15722,63426,1
15754,63426,2
15763,63426,2
15784,63426,2
15805,63426,3
15816,63426,1
15861,63426,1
15877,63426,1
15914,63426,1
15923,63426,2
15991,63426,1
16011,63426,1
16018,63426,1
16048,63426,2
16106,63426,1
16136,63426,10
16179,63426,1
16180,63426,1
16181,63426,1
16214,63426,1
16224,63426,1
16251,63426,1
16266,63426,1
16282,63426,2
16284,63426,1
16385,63426,1
16421,63426,2
16425,63426,1
16444,63426,2
16462,63426,3
16465,63426,1
16476,63426,1
16485,63426,1
16498,63426,1
16526,63426,1
16555,63426,1
16559,63426,1
16562,63426,2
16591,63426,1
16595,63426,1
16684,63426,1
16753,63426,1
16811,63426,1
16813,63426,1
16820,63426,1
16864,63426,1
16874,63426,2
16883,63426,2
16966,63426,5
16991,63426,1
17015,63426,1
17036,63426,1
17077,63426,1
17081,63426,1
17082,63426,5
17090,63426,1
17097,63426,1
17153,63426,1
17171,63426,2
17221,63426,1
17252,63426,1
17271,63426,2
17341,63426,1
17347,63426,3
17350,63426,1
17373,63426,1
17459,63426,3
17482,63426,1
17508,63426,2
17560,63426,2
17569,63426,1
17582,63426,2
17639,63426,2
17646,63426,2
17714,63426,1
17819,63426,3
17864,63426,1
17876,63426,1
17918,63426,1
17942,63426,1
17987,63426,1
18029,63426,1
18034,63426,3
18097,63426,3
18107,63426,3
18116,63426,1
18169,63426,4
18189,63426,1
18214,63426,2
18231,63426,1
18232,63426,1
18236,63426,1
18242,63426,1
18248,63426,1
18251,63426,1
18255,63426,1
18286,63426,1
18311,63426,1
18328,63426,1
18377,63426,1
18382,63426,2
18386,63426,3
18430,63426,1
18443,63426,1
18541,63426,1
18612,63426,3
18638,63426,1
18667,63426,3
18701,63426,1
18780,63426,1
18817,63426,1
18833,63426,1
18884,63426,2
18886,63426,1
18937,63426,1
18960,63426,1
18965,63426,1
18978,63426,3
18986,63426,1
18988,63426,1
18996,63426,1
19007,63426,1
19031,63426,4
19037,63426,4
19078,63426,1
19198,63426,2
19236,63426,1
19269,63426,1
19284,63426,8
19307,63426,1
19346,63426,1
19400,63426,2
19454,63426,1
19530,63426,2
19660,63426,2
19681,63426,2
19688,63426,1
19700,63426,1
19722,63426,1
19735,63426,1
19745,63426,1
19754,63426,1
19835,63426,1
19846,63426,1
20030,63426,1
20149,63426,1
20175,63426,1
20203,63426,1
20328,63426,1
20445,63426,1
20457,63426,1
20636,63426,1
20672,63426,1
20829,63426,1
20847,63426,2
20852,63426,2
20854,63426,1
20900,63426,1
20944,63426,2
20983,63426,3
21001,63426,1
21042,63426,1
21048,63426,1
21068,63426,1
21093,63426,1
21117,63426,1
21189,63426,1
21219,63426,3
21227,63426,1
21264,63426,7
21279,63426,1
21298,63426,1
21320,63426,1
21363,63426,1
21370,63426,1
21375,63426,3
21379,63426,1
21435,63426,1
21510,63426,1
21517,63426,1
21583,63426,1
21629,63426,1
21736,63426,1
21795,63426,1
21817,63426,3
21828,63426,1
21899,63426,1
21921,63426,2
22034,63426,1
22072,63426,1
22076,63426,3
22099,63426,1
22140,63426,2
22172,63426,2
22231,63426,1
22244,63426,1
22250,63426,1
22273,63426,1
22300,63426,1
22348,63426,2
22413,63426,1
22490,63426,1
22524,63426,1
22533,63426,1
22545,63426,1
22568,63426,1
22573,63426,1
22744,63426,1
22782,63426,1
22788,63426,1
22792,63426,1
22794,63426,1
22819,63426,1
22843,63426,1
22865,63426,2
22870,63426,1
22956,63426,2
23017,63426,1
23033,63426,1
23176,63426,4
23263,63426,2
23279,63426,1
23325,63426,2
23343,63426,4
23361,63426,1
23366,63426,1
23368,63426,1
23438,63426,2
23579,63426,1
23598,63426,1
23659,63426,1
23666,63426,3
23768,63426,1
23799,63426,1
23859,63426,21
23864,63426,1
23866,63426,1
23867,63426,1
183,65679,1
185,65679,1
227,65679,1
291,65679,1
409,65679,2
455,65679,2
477,65679,1
624,65679,1
738,65679,3
802,65679,1
813,65679,1
873,65679,1
1020,65679,1
1070,65679,3
1190,65679,2
1229,65679,1
1325,65679,1
1355,65679,2
1410,65679,1
1480,65679,2
1606,65679,1
1642,65679,2
1655,65679,1
1674,65679,4
1732,65679,2
1803,65679,1
1933,65679,2
1980,65679,1
2086,65679,1
2476,65679,1
2500,65679,1
2527,65679,12
2553,65679,2
2623,65679,1
2630,65679,4
2745,65679,4
2768,65679,2
2844,65679,1
2869,65679,2
2936,65679,1
2946,65679,1
2960,65679,1
2961,65679,1
3121,65679,1
3190,65679,2
3208,65679,1
3228,65679,1
3279,65679,3
3294,65679,3
3449,65679,2
3617,65679,1
3780,65679,2
3839,65679,1
3908,65679,1
4044,65679,1
4106,65679,2
4188,65679,1
4192,65679,1
4214,65679,1
4217,65679,1
4307,65679,2
4308,65679,1
4379,65679,1
4413,65679,1
4518,65679,1
4574,65679,1
4590,65679,3
4731,65679,1
4736,65679,1
4766,65679,1
4789,65679,2
4886,65679,1
4944,65679,1
4965,65679,1
5273,65679,1
5431,65679,1
5445,65679,1
5499,65679,1
5817,65679,1
5818,65679,1
5967,65679,1
6064,65679,2
6094,65679,1
6125,65679,1
6347,65679,1
6421,65679,1
6573,65679,1
6723,65679,2
6857,65679,1
6903,65679,1
6981,65679,1
7029,65679,1
7157,65679,1
7215,65679,1
7259,65679,1
7487,65679,1
7660,65679,1
7676,65679,1
7744,65679,1
7745,65679,1
7840,65679,1
7938,65679,1
7965,65679,1
8031,65679,1
8060,65679,2
8211,65679,3
8222,65679,1
8230,65679,2
8281,65679,1
8437,65679,2
8534,65679,1
8624,65679,1
8683,65679,3
9285,65679,1
9357,65679,1
9482,65679,1
9539,65679,1
9610,65679,2
9838,65679,1
9856,65679,1
9986,65679,10
9990,65679,1
10122,65679,1
10218,65679,1
10236,65679,2
10340,65679,1
10497,65679,1
10637,65679,1
10665,65679,2
10705,65679,1
10921,65679,1
11009,65679,4
11047,65679,1
11079,65679,1
11269,65679,1
11482,65679,1
11716,65679,1
11749,65679,1
12274,65679,1
12627,65679,1
12653,65679,1
12802,65679,2
12847,65679,1
13020,65679,1
13219,65679,1
13307,65679,1
13349,65679,1
13477,65679,2
13546,65679,1
13878,65679,2
13960,65679,5
14125,65679,1
14153,65679,1
14213,65679,1
14248,65679,2
14440,65679,1
14542,65679,3
14827,65679,1
14949,65679,1
15011,65679,1
15097,65679,2
15110,65679,1
15160,65679,2
15291,65679,1
15391,65679,1
15406,65679,2
15537,65679,1
15781,65679,2
15858,65679,1
16033,65679,1
16101,65679,1
16111,65679,1
16136,65679,6
16204,65679,1
16214,65679,1
16325,65679,1
16462,65679,2
16474,65679,1
16614,65679,1
16645,65679,1
16689,65679,1
16719,65679,5
16778,65679,2
16811,65679,2
16996,65679,1
17012,65679,1
17060,65679,1
17097,65679,1
17171,65679,1
17201,65679,1
17236,65679,1
17290,65679,1
17332,65679,1
17400,65679,1
17425,65679,1
17445,65679,2
17501,65679,1
17518,65679,2
17651,65679,1
17722,65679,1
17759,65679,1
17864,65679,1
17983,65679,1
18153,65679,3
18169,65679,2
18174,65679,1
18286,65679,1
18311,65679,4
18324,65679,6
18328,65679,1
18430,65679,1
18654,65679,1
18730,65679,2
18802,65679,1
18815,65679,1
18826,65679,1
19015,65679,1
19075,65679,15
19078,65679,1
19189,65679,1
19284,65679,1
19322,65679,1
19461,65679,1
19641,65679,1
19714,65679,1
19846,65679,1
19899,65679,1
19969,65679,1
20037,65679,2
20949,65679,1
20962,65679,1
21049,65679,1
21407,65679,1
21485,65679,2
21583,65679,1
21778,65679,1
21817,65679,1
21937,65679,1
22336,65679,1
22343,65679,1
22348,65679,2
22354,65679,1
22413,65679,1
22552,65679,1
22627,65679,3
22661,65679,1
22898,65679,1
23263,65679,1
23438,65679,1
23518,65679,1
23768,65679,1
23859,65679,10
23862,65679,1
48,65802,3
109,65802,1
114,65802,1
192,65802,1
193,65802,1
274,65802,1
346,65802,3
363,65802,3
460,65802,1
463,65802,2
476,65802,1
487,65802,1
502,65802,1
542,65802,3
615,65802,3
627,65802,2
738,65802,2
1028,65802,1
1070,65802,1
1095,65802,1
1111,65802,1
1112,65802,1
1148,65802,2
1154,65802,1
1476,65802,1
1480,65802,1
1552,65802,2
1573,65802,1
1633,65802,1
1655,65802,1
1745,65802,1
1841,65802,4
2000,65802,1
2044,65802,1
2086,65802,2
2116,65802,1
2229,65802,1
2265,65802,1
2290,65802,1
2460,65802,1
2500,65802,4
2538,65802,2
2553,65802,1
2557,65802,1
2573,65802,1
2582,65802,1
2623,65802,1
2745,65802,6
2845,65802,2
2854,65802,1
2929,65802,3
3057,65802,1
3112,65802,1
3155,65802,1
3161,65802,2
3195,65802,1
3209,65802,1
3279,65802,2
3294,65802,3
3371,65802,1
3532,65802,1
3578,65802,1
3602,65802,1
3629,65802,2
3672,65802,1
3780,65802,4
3790,65802,1
3819,65802,2
3906,65802,1
3935,65802,3
3992,65802,3
4067,65802,1
4192,65802,1
4206,65802,1
4210,65802,5
4215,65802,1
4240,65802,1
4314,65802,3
4413,65802,1
4434,65802,2
4495,65802,1
4518,65802,2
4540,65802,1
4563,65802,1
4590,65802,1
4688,65802,1
4700,65802,1
4710,65802,1
4745,65802,1
4766,65802,3
4807,65802,1
4901,65802,1
4935,65802,2
4956,65802,2
4976,65802,2
4978,65802,1
5058,65802,1
5077,65802,1
5108,65802,1
5201,65802,3
5224,65802,1
5266,65802,1
5358,65802,2
5405,65802,1
5423,65802,1
5499,65802,1
5523,65802,1
5574,65802,1
5617,65802,1
5858,65802,1
6004,65802,1
6011,65802,1
6101,65802,2
6121,65802,1
6140,65802,3
6382,65802,5
6393,65802,1
6420,65802,1
6548,65802,1
6657,65802,4
6659,65802,1
6791,65802,1
6831,65802,1
6850,65802,1
6994,65802,2
7047,65802,2
7052,65802,1
7203,65802,1
7208,65802,1
7223,65802,1
7347,65802,4
7615,65802,1
7660,65802,1
7708,65802,1
7709,65802,1
7800,65802,1
7878,65802,1
7885,65802,1
8031,65802,4
8097,65802,1
8185,65802,1
8211,65802,1
8283,65802,1
8506,65802,1
8519,65802,1
8543,65802,1
8567,65802,1
8623,65802,3
8624,65802,1
8637,65802,2
8659,65802,1
8665,65802,1
8748,65802,1
8761,65802,1
8826,65802,1
8836,65802,2
8864,65802,1
8866,65802,1
8901,65802,2
8915,65802,1
8950,65802,1
9024,65802,1
9281,65802,1
9294,65802,1
9305,65802,1
9400,65802,4
9641,65802,1
9694,65802,1
9696,65802,1
9758,65802,5
9770,65802,1
9870,65802,1
9986,65802,4
9990,65802,2
10361,65802,2
10403,65802,2
10441,65802,1
10442,65802,1
10472,65802,1
10589,65802,1
11035,65802,1
11037,65802,2
11139,65802,1
11261,65802,1
11269,65802,1
11385,65802,1
11543,65802,1
11712,65802,1
11820,65802,2
11880,65802,1
11956,65802,1
12061,65802,1
12123,65802,4
12152,65802,2
12167,65802,3
12384,65802,2
12388,65802,1
12428,65802,2
12630,65802,1
12637,65802,1
12763,65802,1
12775,65802,1
12943,65802,1
12960,65802,1
13032,65802,1
13100,65802,1
13110,65802,8
13132,65802,1
13164,65802,3
13264,65802,1
13349,65802,1
13379,65802,1
13475,65802,2
13477,65802,2
13500,65802,1
13545,65802,1
13715,65802,2
13759,65802,1
13826,65802,1
13834,65802,1
13928,65802,1
13943,65802,1
13960,65802,2
14029,65802,1
14256,65802,1
14320,65802,1
14423,65802,2
14433,65802,2
14463,65802,2
14495,65802,1
14542,65802,2
14598,65802,2
14714,65802,1
14895,65802,1
14957,65802,1
14975,65802,1
14996,65802,1
15012,65802,1
15049,65802,2
15086,65802,1
15168,65802,1
15175,65802,1
15189,65802,1
15268,65802,2
15339,65802,2
15447,65802,1
15722,65802,1
16067,65802,2
16086,65802,1
16115,65802,1
16136,65802,1
16180,65802,3
16210,65802,4
16214,65802,1
16315,65802,2
16462,65802,1
16485,65802,1
16645,65802,1
16675,65802,1
16688,65802,1
16783,65802,1
16824,65802,1
16834,65802,1
16863,65802,1
16874,65802,1
16906,65802,1
16953,65802,2
17125,65802,2
17141,65802,1
17171,65802,1
17230,65802,1
17249,65802,2
17278,65802,1
17297,65802,1
17314,65802,2
17366,65802,1
17400,65802,1
17425,65802,1
17446,65802,1
17471,65802,1
17476,65802,2
17582,65802,1
17630,65802,1
17655,65802,3
17714,65802,3
17723,65802,1
17771,65802,1
17810,65802,1
17819,65802,1
17906,65802,1
17969,65802,1
18036,65802,1
18079,65802,1
18107,65802,17
18135,65802,1
18153,65802,2
18169,65802,1
18311,65802,1
18313,65802,1
18340,65802,1
18356,65802,2
18359,65802,2
18390,65802,2
18521,65802,1
18543,65802,1
18817,65802,1
18826,65802,3
18931,65802,1
19075,65802,2
19148,65802,1
19198,65802,1
19215,65802,1
19279,65802,1
19284,65802,1
19286,65802,2
19475,65802,1
19560,65802,2
19740,65802,1
19754,65802,2
19798,65802,2
19955,65802,1
20030,65802,2
20037,65802,1
20067,65802,1
20187,65802,1
20189,65802,1
20491,65802,1
20622,65802,1
20854,65802,1
21037,65802,1
21115,65802,1
21164,65802,1
21230,65802,1
21264,65802,2
21333,65802,2
21370,65802,1
21445,65802,1
21510,65802,1
21542,65802,1
21550,65802,1
21629,65802,2
21644,65802,3
21702,65802,1
21710,65802,1
21829,65802,1
21894,65802,1
21949,65802,1
21987,65802,1
22172,65802,1
22216,65802,2
22306,65802,1
22317,65802,1
22342,65802,1
22413,65802,2
22486,65802,1
22600,65802,1
22613,65802,1
22616,65802,1
22663,65802,1
22761,65802,1
22805,65802,3
23279,65802,1
23292,65802,1
23302,65802,1
23337,65802,1
23347,65802,1
23456,65802,5
23542,65802,1
23606,65802,1
23768,65802,3
23786,65802,1
23791,65802,2
23817,65802,3
23852,65802,1
23859,65802,3
23864,65802,1
23902,65802,1
14,65817,3
16,65817,1
59,65817,1
107,65817,1
171,65817,1
182,65817,1
185,65817,1
246,65817,1
281,65817,1
291,65817,2
363,65817,1
455,65817,7
463,65817,5
467,65817,1
501,65817,1
502,65817,2
538,65817,1
548,65817,1
563,65817,3
615,65817,1
662,65817,2
668,65817,1
778,65817,1
849,65817,13
884,65817,1
887,65817,3
897,65817,1
916,65817,2
931,65817,1
957,65817,3
960,65817,1
993,65817,1
1024,65817,1
1028,65817,2
1070,65817,1
1076,65817,1
1091,65817,1
1095,65817,1
1154,65817,1
1182,65817,5
1187,65817,2
1219,65817,3
1229,65817,5
1302,65817,1
1342,65817,1
1350,65817,1
1372,65817,2
1386,65817,2
1410,65817,2
1434,65817,1
1454,65817,5
1476,65817,1
1509,65817,1
1540,65817,2
1576,65817,2
1602,65817,1
1603,65817,4
1604,65817,1
1655,65817,3
1662,65817,1
1674,65817,1
1702,65817,2
1801,65817,1
1864,65817,2
1873,65817,1
1898,65817,1
2004,65817,2
2046,65817,3
2073,65817,1
2187,65817,1
2193,65817,1
2222,65817,1
2244,65817,1
2249,65817,1
2257,65817,6
2269,65817,5
2301,65817,1
2379,65817,1
2476,65817,1
2495,65817,2
2500,65817,3
2527,65817,1
2530,65817,2
2536,65817,1
2553,65817,3
2573,65817,2
2596,65817,1
2622,65817,2
2634,65817,1
2643,65817,1
2647,65817,1
2671,65817,1
2717,65817,1
2739,65817,1
2745,65817,23
2753,65817,3
2806,65817,3
2818,65817,4
2843,65817,1
2844,65817,15
2869,65817,1
2872,65817,1
2876,65817,1
2916,65817,2
2937,65817,1
2987,65817,1
3083,65817,2
3096,65817,2
3098,65817,1
3112,65817,4
3165,65817,1
3209,65817,2
3251,65817,1
3253,65817,1
3279,65817,2
3294,65817,19
3385,65817,1
3437,65817,5
3449,65817,3
3479,65817,3
3532,65817,3
3617,65817,2
3620,65817,1
3629,65817,1
3672,65817,1
3682,65817,1
3686,65817,1
3688,65817,1
3741,65817,1
3842,65817,4
3856,65817,1
3868,65817,1
3939,65817,1
3979,65817,1
3996,65817,1
4025,65817,2
4033,65817,2
4044,65817,4
4055,65817,2
4063,65817,1
4160,65817,4
4161,65817,3
4164,65817,4
4170,65817,3
4177,65817,1
4217,65817,1
4250,65817,1
4307,65817,3
4351,65817,2
4379,65817,1
4386,65817,1
4434,65817,1
4442,65817,3
4497,65817,1
4518,65817,2
4541,65817,1
4543,65817,1
4560,65817,2
4590,65817,7
4652,65817,3
4720,65817,1
4766,65817,8
4773,65817,1
4789,65817,3
4902,65817,1
4935,65817,1
4976,65817,9
4980,65817,1
4991,65817,3
5058,65817,11
5064,65817,1
5108,65817,1
5121,65817,3
5204,65817,3
5224,65817,1
5350,65817,1
5384,65817,5
5421,65817,1
5445,65817,2
5466,65817,2
5489,65817,2
5507,65817,1
5509,65817,2
5563,65817,2
5669,65817,4
5690,65817,1
5762,65817,1
5850,65817,2
5886,65817,1
5889,65817,2
5895,65817,1
5897,65817,2
5925,65817,1
6004,65817,4
6012,65817,1
6018,65817,2
6055,65817,1
6065,65817,1
6125,65817,1
6269,65817,1
6285,65817,2
6328,65817,1
6333,65817,1
6393,65817,1
6421,65817,1
6520,65817,1
6540,65817,1
6562,65817,2
6625,65817,1
6659,65817,1
6767,65817,1
6834,65817,1
6889,65817,1
6898,65817,1
6901,65817,1
6910,65817,2
6920,65817,1
6976,65817,1
6979,65817,1
7029,65817,2
7034,65817,3
7044,65817,1
7047,65817,5
7052,65817,1
7102,65817,1
7207,65817,1
7232,65817,1
7259,65817,3
7268,65817,6
7274,65817,5
7292,65817,1
7315,65817,1
7376,65817,1
7540,65817,3
7619,65817,1
7642,65817,1
7644,65817,1
7660,65817,3
7709,65817,2
7828,65817,4
7843,65817,1
7852,65817,3
7864,65817,1
7889,65817,1
7952,65817,1
7953,65817,8
7956,65817,1
7961,65817,1
7973,65817,1
8091,65817,1
8124,65817,2
8145,65817,1
8148,65817,2
8165,65817,1
8211,65817,8
8222,65817,2
8230,65817,4
8251,65817,1
8281,65817,6
8323,65817,1
8369,65817,2
8423,65817,1
8434,65817,1
8452,65817,1
8482,65817,1
8483,65817,1
8514,65817,1
8534,65817,1
8544,65817,1
8565,65817,1
8580,65817,11
8595,65817,1
8626,65817,1
8655,65817,1
8660,65817,2
8790,65817,1
8820,65817,3
8866,65817,1
8899,65817,3
8914,65817,1
8915,65817,1
8958,65817,1
8962,65817,3
8978,65817,4
9019,65817,2
9196,65817,1
9208,65817,2
9275,65817,2
9352,65817,1
9367,65817,1
9400,65817,1
9455,65817,1
9458,65817,2
9476,65817,1
9516,65817,1
9610,65817,2
9638,65817,1
9650,65817,3
9654,65817,1
9696,65817,3
9745,65817,1
9845,65817,1
9856,65817,1
9981,65817,3
9986,65817,34
9987,65817,2
9990,65817,3
9996,65817,1
10120,65817,5
10153,65817,2
10194,65817,1
10218,65817,1
10236,65817,6
10251,65817,4
10270,65817,1
10294,65817,2
10388,65817,4
10393,65817,1
10403,65817,1
10424,65817,1
10529,65817,5
10608,65817,2
10645,65817,7
10660,65817,2
10670,65817,6
10796,65817,6
10819,65817,1
10859,65817,1
10860,65817,1
10882,65817,4
10897,65817,1
10915,65817,1
10923,65817,3
11009,65817,1
11030,65817,3
11037,65817,1
11047,65817,1
11054,65817,1
11139,65817,1
11145,65817,2
11267,65817,1
11309,65817,4
11390,65817,1
11482,65817,1
11531,65817,1
11538,65817,1
11543,65817,1
11625,65817,3
11627,65817,3
11706,65817,1
11716,65817,2
11749,65817,1
11778,65817,1
11813,65817,1
11880,65817,1
11886,65817,1
11930,65817,1
11961,65817,2
11970,65817,1
12038,65817,2
12053,65817,1
12091,65817,2
12114,65817,2
12141,65817,2
12250,65817,7
12274,65817,4
12353,65817,4
12420,65817,1
12428,65817,2
12473,65817,1
12559,65817,3
12582,65817,1
12627,65817,1
12646,65817,2
12649,65817,1
12659,65817,2
12660,65817,2
12789,65817,1
12859,65817,1
12863,65817,1
12898,65817,1
12929,65817,1
12932,65817,1
12997,65817,1
13025,65817,6
13047,65817,3
13071,65817,2
13100,65817,1
13110,65817,3
13203,65817,1
13214,65817,1
13233,65817,1
13280,65817,1
13298,65817,1
13336,65817,1
13440,65817,1
13465,65817,8
13477,65817,24
13500,65817,3
13541,65817,1
13568,65817,2
13605,65817,1
13622,65817,1
13626,65817,1
13767,65817,2
13794,65817,2
13811,65817,2
13813,65817,1
13834,65817,6
13861,65817,1
13874,65817,1
13916,65817,7
13932,65817,1
13960,65817,8
13964,65817,2
13995,65817,1
14022,65817,1
14183,65817,1
14248,65817,3
14256,65817,1
14320,65817,1
14517,65817,2
14529,65817,7
14578,65817,1
14587,65817,3
14598,65817,2
14741,65817,1
14758,65817,2
14819,65817,1
14887,65817,1
14942,65817,2
14975,65817,3
14996,65817,1
15042,65817,1
15049,65817,2
15061,65817,3
15086,65817,1
15087,65817,2
15095,65817,1
15127,65817,4
15141,65817,1
15160,65817,2
15175,65817,3
15215,65817,2
15285,65817,2
15288,65817,1
15349,65817,1
15392,65817,2
15407,65817,1
15435,65817,2
15441,65817,1
15503,65817,1
15537,65817,1
15753,65817,1
15759,65817,2
15858,65817,3
15981,65817,1
16048,65817,1
16086,65817,4
16119,65817,1
16179,65817,2
16180,65817,1
16190,65817,1
16210,65817,3
16274,65817,1
16291,65817,3
16314,65817,1
16345,65817,5
16363,65817,1
16432,65817,1
16441,65817,1
16442,65817,1
16460,65817,1
16484,65817,1
16485,65817,1
16502,65817,5
16507,65817,1
16520,65817,2
16532,65817,1
16614,65817,4
16645,65817,1
16694,65817,1
16726,65817,3
