First_Column,Second_Column,Third_Column
18931,8879,1
18965,8879,1
18973,8879,1
18975,8879,1
19061,8879,1
19113,8879,1
19202,8879,1
19284,8879,1
19477,8879,2
19538,8879,1
19563,8879,1
19681,8879,1
19699,8879,1
19709,8879,1
19750,8879,1
19754,8879,4
19788,8879,1
19845,8879,1
19846,8879,4
19882,8879,4
19910,8879,1
19967,8879,2
20077,8879,1
20298,8879,1
20323,8879,1
20327,8879,1
20421,8879,2
20503,8879,1
20509,8879,1
20545,8879,1
20583,8879,2
20642,8879,2
20705,8879,1
20852,8879,1
21049,8879,1
21068,8879,1
21100,8879,1
21103,8879,2
21186,8879,1
21270,8879,1
21279,8879,1
21333,8879,1
21336,8879,1
21343,8879,1
21435,8879,1
21485,8879,1
21583,8879,1
21618,8879,1
21621,8879,1
21697,8879,1
21709,8879,1
21773,8879,1
21805,8879,1
21817,8879,1
21899,8879,1
21919,8879,1
21920,8879,1
21941,8879,2
21954,8879,1
22115,8879,1
22175,8879,1
22260,8879,1
22348,8879,2
22363,8879,1
22365,8879,1
22376,8879,2
22423,8879,2
22430,8879,1
22457,8879,1
22567,8879,1
22627,8879,1
22642,8879,1
22695,8879,1
22717,8879,3
22782,8879,1
22806,8879,2
22835,8879,3
23038,8879,1
23302,8879,2
23343,8879,2
23606,8879,2
87,8913,1
149,8913,1
185,8913,2
287,8913,2
291,8913,1
307,8913,3
320,8913,3
348,8913,2
455,8913,2
463,8913,1
476,8913,2
477,8913,1
607,8913,1
668,8913,2
688,8913,1
707,8913,1
760,8913,1
873,8913,1
897,8913,2
989,8913,1
1117,8913,2
1159,8913,2
1225,8913,1
1229,8913,2
1244,8913,2
1321,8913,1
1372,8913,1
1452,8913,2
1714,8913,2
1743,8913,1
1771,8913,2
1803,8913,1
1868,8913,1
2121,8913,1
2170,8913,2
2222,8913,1
2263,8913,1
2315,8913,1
2379,8913,1
2458,8913,2
2476,8913,1
2500,8913,1
2553,8913,2
2615,8913,1
2676,8913,1
2792,8913,2
2818,8913,1
2844,8913,1
2870,8913,1
2878,8913,1
2888,8913,2
2929,8913,1
2961,8913,1
3083,8913,1
3098,8913,1
3113,8913,1
3204,8913,1
3253,8913,1
3279,8913,1
3299,8913,1
3309,8913,1
3348,8913,1
3354,8913,1
3390,8913,1
3780,8913,1
3921,8913,1
4011,8913,2
4055,8913,1
4066,8913,1
4126,8913,1
4161,8913,1
4164,8913,1
4226,8913,1
4293,8913,1
4295,8913,1
4353,8913,1
4374,8913,1
4434,8913,1
4442,8913,1
4466,8913,1
4518,8913,7
4579,8913,1
4590,8913,1
4591,8913,1
4603,8913,2
4626,8913,1
4635,8913,1
4803,8913,1
4909,8913,2
4956,8913,1
4976,8913,3
5179,8913,1
5229,8913,1
5236,8913,1
5405,8913,1
5523,8913,1
5568,8913,1
5602,8913,1
5824,8913,1
5854,8913,3
6030,8913,1
6149,8913,1
6326,8913,1
6327,8913,1
6421,8913,1
6657,8913,3
6695,8913,2
6981,8913,1
7038,8913,1
7047,8913,1
7259,8913,1
7277,8913,2
7461,8913,1
7669,8913,2
7680,8913,1
7708,8913,2
7831,8913,2
7952,8913,1
7967,8913,1
8067,8913,1
8098,8913,1
8101,8913,1
8111,8913,1
8434,8913,1
8447,8913,2
8548,8913,1
8567,8913,2
8665,8913,1
8675,8913,1
8748,8913,1
8786,8913,1
8887,8913,1
8899,8913,1
8991,8913,2
9018,8913,1
9086,8913,1
9088,8913,1
9329,8913,1
9367,8913,1
9514,8913,1
9654,8913,1
9740,8913,1
9832,8913,1
9845,8913,1
9986,8913,1
10114,8913,3
10167,8913,1
10218,8913,2
10294,8913,1
10614,8913,2
10640,8913,1
10645,8913,1
10862,8913,1
10882,8913,2
10890,8913,1
11035,8913,1
11139,8913,1
11195,8913,2
11269,8913,1
11330,8913,1
11382,8913,1
11390,8913,2
11442,8913,1
11710,8913,1
11749,8913,2
11839,8913,1
11872,8913,3
11931,8913,1
12085,8913,1
12170,8913,1
12365,8913,1
12441,8913,1
12604,8913,1
12646,8913,1
12653,8913,1
12744,8913,2
12802,8913,2
12822,8913,1
12907,8913,2
13015,8913,2
13160,8913,3
13211,8913,1
13265,8913,1
13477,8913,6
13562,8913,1
13715,8913,2
13779,8913,1
13790,8913,2
13928,8913,1
13999,8913,1
14012,8913,1
14468,8913,1
14498,8913,3
14603,8913,1
14692,8913,1
14805,8913,1
14887,8913,2
14952,8913,1
14973,8913,1
15000,8913,1
15017,8913,2
15024,8913,1
15037,8913,1
15049,8913,1
15058,8913,1
15136,8913,1
15236,8913,1
15390,8913,1
15447,8913,1
15463,8913,1
15526,8913,1
15600,8913,1
15711,8913,1
15923,8913,1
15981,8913,1
16103,8913,3
16180,8913,1
16181,8913,1
16291,8913,1
16363,8913,2
16474,8913,1
16502,8913,1
16558,8913,1
16659,8913,1
16663,8913,1
16689,8913,1
16692,8913,1
16709,8913,1
16726,8913,2
16996,8913,2
17047,8913,2
17085,8913,1
17171,8913,1
17177,8913,1
17202,8913,1
17273,8913,1
17391,8913,2
17459,8913,1
17508,8913,1
17582,8913,1
17620,8913,2
17646,8913,1
17867,8913,1
17962,8913,1
18036,8913,1
18257,8913,1
18286,8913,1
18302,8913,1
18304,8913,1
18313,8913,1
18377,8913,2
18430,8913,3
18586,8913,1
18701,8913,1
18817,8913,2
18884,8913,3
18886,8913,1
18965,8913,1
19086,8913,1
19254,8913,1
19273,8913,2
19284,8913,3
19420,8913,1
19710,8913,1
19754,8913,1
19768,8913,1
19805,8913,1
19899,8913,1
19967,8913,2
20083,8913,2
20108,8913,1
20323,8913,1
20378,8913,2
20384,8913,1
20413,8913,1
20422,8913,1
20522,8913,1
20647,8913,1
20852,8913,1
20856,8913,1
20985,8913,1
21001,8913,1
21041,8913,1
21320,8913,1
21343,8913,4
21375,8913,2
21524,8913,1
21588,8913,1
21759,8913,1
21778,8913,1
21892,8913,2
21941,8913,2
22020,8913,1
22076,8913,2
22115,8913,2
22142,8913,1
22218,8913,1
22222,8913,1
22342,8913,1
22343,8913,1
22348,8913,4
22376,8913,2
22413,8913,2
22430,8913,1
22478,8913,2
22587,8913,1
22627,8913,1
22642,8913,1
22663,8913,1
22709,8913,1
22717,8913,3
23042,8913,1
23263,8913,1
23292,8913,2
23456,8913,1
156,9050,2
185,9050,1
293,9050,1
455,9050,4
476,9050,1
502,9050,1
531,9050,1
668,9050,1
738,9050,2
760,9050,1
778,9050,2
833,9050,1
989,9050,1
1159,9050,2
1162,9050,1
1288,9050,1
1321,9050,1
1434,9050,2
1550,9050,1
1620,9050,1
1647,9050,1
1713,9050,1
1803,9050,1
1868,9050,1
1965,9050,1
1987,9050,2
2019,9050,1
2046,9050,1
2141,9050,1
2170,9050,3
2250,9050,1
2379,9050,7
2476,9050,1
2480,9050,1
2705,9050,3
2745,9050,1
2811,9050,1
2929,9050,1
3053,9050,1
3122,9050,1
3209,9050,2
3521,9050,1
3546,9050,1
3850,9050,2
3906,9050,1
3938,9050,2
3984,9050,1
4417,9050,1
4510,9050,1
4516,9050,1
4590,9050,2
4824,9050,1
4933,9050,1
4976,9050,1
4980,9050,1
5002,9050,1
5055,9050,1
5400,9050,2
5715,9050,1
5759,9050,1
6002,9050,1
6089,9050,1
6248,9050,1
6326,9050,1
6327,9050,1
6505,9050,1
6586,9050,1
6879,9050,1
7016,9050,2
7029,9050,1
7099,9050,1
7268,9050,1
7274,9050,1
7417,9050,1
7681,9050,3
7715,9050,1
7864,9050,1
7961,9050,1
8241,9050,1
8292,9050,1
8369,9050,2
8408,9050,1
8529,9050,1
8567,9050,1
8675,9050,1
8915,9050,1
9019,9050,1
9088,9050,1
9125,9050,1
9135,9050,1
9196,9050,1
9208,9050,1
9215,9050,1
9385,9050,1
9588,9050,1
9638,9050,1
9659,9050,1
9817,9050,1
9856,9050,1
9986,9050,2
10175,9050,1
10237,9050,1
10317,9050,3
10403,9050,1
10589,9050,1
10596,9050,2
10705,9050,4
10765,9050,1
10791,9050,1
10803,9050,1
11286,9050,1
11390,9050,2
11442,9050,1
11482,9050,1
11749,9050,1
11967,9050,1
12085,9050,2
12152,9050,1
12165,9050,1
12183,9050,1
12265,9050,2
12281,9050,2
12523,9050,1
12588,9050,1
12703,9050,1
12804,9050,2
12917,9050,2
13071,9050,3
13110,9050,1
13154,9050,1
13216,9050,1
13254,9050,2
13263,9050,1
13350,9050,1
13477,9050,4
13608,9050,1
13663,9050,1
13715,9050,2
13999,9050,1
14260,9050,1
14335,9050,2
14361,9050,2
14505,9050,1
14529,9050,1
14580,9050,1
14603,9050,2
14675,9050,1
14828,9050,1
14866,9050,1
14892,9050,1
15037,9050,1
15108,9050,1
15160,9050,1
15228,9050,1
15403,9050,2
15570,9050,1
15590,9050,1
15616,9050,1
15659,9050,1
15712,9050,1
16020,9050,1
16047,9050,1
16244,9050,1
16272,9050,1
16298,9050,3
16363,9050,2
16394,9050,1
16432,9050,1
16494,9050,1
16507,9050,1
16553,9050,1
16777,9050,1
16778,9050,1
17101,9050,1
17143,9050,3
17171,9050,1
17332,9050,1
17366,9050,1
17471,9050,1
17508,9050,1
17535,9050,2
17577,9050,1
17582,9050,1
17586,9050,1
17598,9050,2
17609,9050,3
17611,9050,1
17706,9050,1
17708,9050,1
17714,9050,1
17763,9050,1
17803,9050,1
17819,9050,4
18031,9050,1
18052,9050,1
18176,9050,1
18430,9050,2
18667,9050,1
18682,9050,1
18701,9050,1
18817,9050,1
18884,9050,2
18965,9050,1
19138,9050,2
19215,9050,1
19284,9050,1
19322,9050,1
19435,9050,1
20197,9050,1
20206,9050,1
20298,9050,1
20522,9050,2
20563,9050,1
20636,9050,1
21001,9050,1
21352,9050,2
21531,9050,1
21542,9050,1
21709,9050,1
21712,9050,2
21889,9050,1
21921,9050,1
22115,9050,1
22131,9050,1
22155,9050,1
22180,9050,1
22278,9050,2
22469,9050,3
22627,9050,1
22717,9050,2
22876,9050,1
22971,9050,2
23302,9050,2
23325,9050,2
23343,9050,2
23904,9050,1
23906,9050,1
10,9336,1
51,9336,1
179,9336,1
234,9336,1
235,9336,2
278,9336,1
330,9336,1
349,9336,2
477,9336,1
495,9336,1
522,9336,2
542,9336,2
582,9336,3
607,9336,1
731,9336,2
799,9336,1
892,9336,1
902,9336,2
1048,9336,2
1182,9336,1
1229,9336,2
1321,9336,1
1335,9336,1
1392,9336,1
1437,9336,1
1474,9336,1
1771,9336,1
2004,9336,1
2010,9336,1
2073,9336,1
2087,9336,2
2222,9336,1
2326,9336,1
2379,9336,1
2476,9336,1
2482,9336,1
2500,9336,2
2530,9336,2
2623,9336,1
2773,9336,1
2867,9336,2
2974,9336,1
3222,9336,1
3279,9336,1
3332,9336,2
3390,9336,1
3449,9336,3
3669,9336,1
3727,9336,1
3856,9336,1
3911,9336,1
4071,9336,1
4295,9336,1
4299,9336,1
4331,9336,1
4518,9336,1
4533,9336,2
4560,9336,1
4731,9336,2
4736,9336,2
4789,9336,2
4965,9336,3
4969,9336,1
4972,9336,2
4980,9336,1
5077,9336,1
5197,9336,3
5229,9336,4
5255,9336,1
5586,9336,3
5612,9336,2
5694,9336,1
5767,9336,1
5854,9336,2
5866,9336,2
5955,9336,3
6508,9336,2
6625,9336,1
6656,9336,1
6851,9336,2
6858,9336,2
6918,9336,3
7029,9336,1
7071,9336,1
7223,9336,4
7268,9336,1
7274,9336,1
7277,9336,2
7632,9336,1
7744,9336,2
7800,9336,3
7933,9336,1
8055,9336,1
8097,9336,1
8313,9336,1
8469,9336,2
8547,9336,1
8703,9336,1
8790,9336,1
9196,9336,1
9239,9336,1
9611,9336,4
9641,9336,1
9650,9336,1
9667,9336,1
9810,9336,2
9872,9336,1
9936,9336,1
9986,9336,2
10082,9336,2
10096,9336,1
10174,9336,1
10218,9336,2
10298,9336,5
10476,9336,1
10882,9336,1
11130,9336,3
11286,9336,1
11292,9336,1
11318,9336,1
11337,9336,1
11428,9336,1
11504,9336,2
11536,9336,1
11664,9336,1
11901,9336,1
11955,9336,1
12085,9336,1
12109,9336,1
12123,9336,1
12168,9336,2
12226,9336,1
12471,9336,1
12476,9336,1
12520,9336,3
12543,9336,2
12577,9336,3
12646,9336,3
12780,9336,1
12804,9336,2
12898,9336,2
13309,9336,1
13326,9336,3
13389,9336,1
13413,9336,2
13425,9336,2
13477,9336,4
13615,9336,1
13685,9336,1
13916,9336,2
14016,9336,1
14058,9336,1
14081,9336,1
14179,9336,1
14213,9336,1
14223,9336,2
14382,9336,1
14786,9336,1
15058,9336,1
15068,9336,1
15215,9336,1
15236,9336,1
15600,9336,2
15861,9336,1
15954,9336,1
16136,9336,3
16177,9336,1
16211,9336,1
16315,9336,3
16363,9336,1
16364,9336,2
16663,9336,1
16692,9336,1
16777,9336,3
16847,9336,1
16958,9336,1
17081,9336,1
17085,9336,2
17090,9336,1
17150,9336,2
17171,9336,1
17290,9336,3
17296,9336,1
17508,9336,4
17639,9336,1
17679,9336,1
17701,9336,3
17706,9336,1
17723,9336,1
17812,9336,1
17824,9336,2
18034,9336,1
18036,9336,2
18143,9336,1
18302,9336,1
18343,9336,1
18432,9336,1
18586,9336,1
18931,9336,1
19001,9336,3
19133,9336,1
19138,9336,3
19179,9336,2
19284,9336,1
19365,9336,1
19368,9336,2
19502,9336,1
19710,9336,1
19722,9336,1
20210,9336,2
20328,9336,1
20503,9336,2
20631,9336,1
20852,9336,1
21189,9336,1
21370,9336,2
21407,9336,1
21550,9336,1
21827,9336,1
21921,9336,1
21974,9336,1
21990,9336,2
22337,9336,2
22348,9336,1
22469,9336,2
22568,9336,1
22709,9336,1
22717,9336,1
22806,9336,2
22812,9336,3
22817,9336,1
23035,9336,1
23882,9336,3
147,10059,1
171,10059,3
223,10059,1
274,10059,1
311,10059,2
402,10059,1
476,10059,1
522,10059,1
860,10059,1
928,10059,1
971,10059,1
1070,10059,1
1140,10059,1
1205,10059,1
1229,10059,2
1237,10059,2
1395,10059,1
1434,10059,1
1478,10059,1
1733,10059,1
1801,10059,1
1864,10059,1
2000,10059,1
2004,10059,1
2076,10059,2
2170,10059,1
2191,10059,1
2240,10059,1
2263,10059,1
2331,10059,1
2530,10059,1
2615,10059,2
2745,10059,2
2917,10059,1
2937,10059,2
3020,10059,1
3194,10059,1
3204,10059,1
3209,10059,2
3279,10059,1
3298,10059,1
3354,10059,3
3390,10059,1
3529,10059,1
3550,10059,1
3617,10059,1
3741,10059,1
3786,10059,4
3904,10059,2
3911,10059,1
4066,10059,1
4100,10059,1
4180,10059,1
4192,10059,2
4299,10059,1
4374,10059,3
4518,10059,4
4522,10059,1
4537,10059,1
4692,10059,1
4821,10059,1
4851,10059,1
5131,10059,2
5229,10059,2
5445,10059,2
5657,10059,1
5866,10059,1
5955,10059,1
5981,10059,1
5998,10059,1
6147,10059,1
6248,10059,1
6439,10059,1
6753,10059,1
6927,10059,1
6975,10059,1
7031,10059,1
7054,10059,1
7238,10059,1
7259,10059,1
7513,10059,1
7619,10059,1
7671,10059,1
7758,10059,1
8279,10059,1
8369,10059,1
8408,10059,2
8794,10059,1
8830,10059,1
8914,10059,1
9065,10059,1
9418,10059,1
9425,10059,2
9496,10059,1
9512,10059,1
9641,10059,2
9879,10059,1
10022,10059,1
10285,10059,1
10388,10059,2
10444,10059,3
10587,10059,2
10614,10059,1
10698,10059,1
11009,10059,1
11390,10059,1
11749,10059,1
11819,10059,1
11908,10059,1
11980,10059,2
12170,10059,1
12230,10059,2
12660,10059,2
13030,10059,1
13052,10059,1
13100,10059,1
13110,10059,2
13146,10059,1
13263,10059,1
13298,10059,2
13431,10059,1
13477,10059,4
13517,10059,2
13535,10059,1
13571,10059,1
13574,10059,1
13663,10059,2
13754,10059,1
13792,10059,1
13878,10059,1
13918,10059,3
13960,10059,1
13963,10059,1
14012,10059,1
14112,10059,1
14183,10059,2
14295,10059,2
14367,10059,2
14498,10059,6
14542,10059,1
14603,10059,5
14662,10059,1
14675,10059,2
14849,10059,1
15118,10059,1
15160,10059,3
15168,10059,1
15175,10059,1
15342,10059,1
15359,10059,1
15539,10059,1
15570,10059,1
15600,10059,3
15733,10059,1
15743,10059,1
15754,10059,1
15843,10059,2
15930,10059,1
16175,10059,1
16177,10059,2
16214,10059,1
16282,10059,1
16313,10059,1
16363,10059,3
16434,10059,1
16465,10059,1
16502,10059,1
16591,10059,1
16595,10059,2
16750,10059,1
16759,10059,1
16883,10059,1
16937,10059,1
17012,10059,1
17097,10059,1
17171,10059,1
17236,10059,1
17242,10059,1
17272,10059,1
17323,10059,1
17326,10059,1
17582,10059,2
17708,10059,2
17729,10059,2
17847,10059,1
17962,10059,2
17969,10059,1
18036,10059,2
18081,10059,1
18213,10059,1
18236,10059,1
18291,10059,1
18324,10059,1
18401,10059,1
18424,10059,1
18432,10059,1
18447,10059,1
18470,10059,2
18638,10059,1
18667,10059,1
18701,10059,1
18711,10059,1
18817,10059,2
18884,10059,1
18886,10059,1
19031,10059,1
19138,10059,2
19144,10059,1
19161,10059,1
19254,10059,1
19284,10059,4
19341,10059,1
19346,10059,1
19391,10059,1
19461,10059,1
19534,10059,1
19754,10059,1
19788,10059,1
19859,10059,1
19901,10059,1
20067,10059,1
20226,10059,2
20280,10059,1
20430,10059,1
20631,10059,1
20661,10059,1
20771,10059,1
21003,10059,1
21152,10059,1
21279,10059,2
21324,10059,1
21535,10059,1
21573,10059,1
21736,10059,1
21752,10059,2
21867,10059,1
21971,10059,1
22076,10059,1
22099,10059,1
22319,10059,4
22348,10059,1
22430,10059,1
22744,10059,1
22889,10059,2
22915,10059,1
22954,10059,1
22956,10059,1
22978,10059,1
23043,10059,1
23343,10059,1
23768,10059,3
23859,10059,2
153,10221,1
224,10221,2
261,10221,1
307,10221,1
363,10221,2
477,10221,2
553,10221,2
582,10221,2
595,10221,1
608,10221,1
668,10221,1
711,10221,1
755,10221,1
850,10221,2
912,10221,1
952,10221,2
989,10221,1
998,10221,1
1021,10221,2
1059,10221,1
1063,10221,2
1117,10221,1
1182,10221,1
1229,10221,4
1281,10221,2
1287,10221,1
1425,10221,1
1452,10221,1
1475,10221,1
1480,10221,1
1606,10221,1
1622,10221,1
1733,10221,1
1745,10221,1
1754,10221,2
1787,10221,2
1817,10221,1
1899,10221,2
1967,10221,1
2004,10221,1
2020,10221,1
2028,10221,1
2087,10221,1
2088,10221,1
2191,10221,1
2244,10221,1
2281,10221,1
2379,10221,1
2453,10221,2
2458,10221,2
2495,10221,1
2572,10221,1
2615,10221,2
2687,10221,2
2730,10221,1
2745,10221,1
2792,10221,1
2844,10221,1
2929,10221,1
2961,10221,1
2982,10221,2
3066,10221,1
3083,10221,3
3180,10221,1
3276,10221,1
3289,10221,1
3298,10221,1
3330,10221,1
3354,10221,1
3390,10221,1
3522,10221,1
3576,10221,1
3629,10221,1
3659,10221,1
3688,10221,2
3780,10221,1
3806,10221,1
3818,10221,1
3849,10221,1
3983,10221,1
4071,10221,1
4224,10221,1
4250,10221,1
4338,10221,1
4379,10221,1
4383,10221,1
4510,10221,1
4563,10221,2
4581,10221,1
4590,10221,1
4652,10221,1
4731,10221,1
4736,10221,3
4766,10221,1
4795,10221,1
4830,10221,1
4880,10221,1
5064,10221,1
5140,10221,1
5229,10221,1
5266,10221,1
5273,10221,2
5400,10221,1
5445,10221,1
5499,10221,2
5504,10221,1
5603,10221,1
5612,10221,3
5669,10221,1
5684,10221,2
5748,10221,1
5850,10221,1
5854,10221,2
5917,10221,2
5967,10221,1
5997,10221,1
6002,10221,1
6018,10221,1
6035,10221,2
6069,10221,1
6149,10221,1
6282,10221,1
6321,10221,1
6417,10221,1
6540,10221,1
6580,10221,2
6947,10221,2
6989,10221,1
7047,10221,1
7095,10221,1
7215,10221,1
7274,10221,1
7275,10221,1
7277,10221,1
7502,10221,2
7516,10221,1
7540,10221,2
7607,10221,1
7671,10221,1
7762,10221,1
7840,10221,1
7843,10221,4
8006,10221,1
8164,10221,3
8230,10221,1
8292,10221,1
8479,10221,2
8499,10221,1
8552,10221,2
8585,10221,1
8624,10221,1
8731,10221,1
8748,10221,1
8962,10221,1
9019,10221,1
9254,10221,1
9367,10221,1
9514,10221,1
9650,10221,2
9740,10221,1
9879,10221,1
9885,10221,1
9986,10221,1
10237,10221,1
10380,10221,1
10472,10221,1
10528,10221,1
10563,10221,1
10587,10221,1
10591,10221,1
10611,10221,1
10770,10221,1
11014,10221,1
11111,10221,1
11130,10221,1
11912,10221,1
11963,10221,1
12128,10221,1
12152,10221,1
12221,10221,1
12441,10221,1
12604,10221,1
12617,10221,1
12639,10221,1
12646,10221,6
12720,10221,1
12845,10221,2
12916,10221,2
12976,10221,1
12991,10221,1
13047,10221,1
13089,10221,1
13100,10221,1
13161,10221,1
13254,10221,1
13311,10221,1
13442,10221,1
13477,10221,3
13715,10221,1
13739,10221,2
13779,10221,2
13804,10221,1
13916,10221,1
13950,10221,1
13965,10221,1
14095,10221,1
14112,10221,1
14256,10221,1
14396,10221,3
14418,10221,1
14554,10221,1
14596,10221,1
14629,10221,4
14692,10221,2
14726,10221,5
14840,10221,1
14844,10221,1
14849,10221,1
14938,10221,1
14970,10221,2
15160,10221,1
15236,10221,2
15260,10221,1
15276,10221,1
15290,10221,1
15297,10221,1
15308,10221,1
15359,10221,1
15389,10221,1
15390,10221,1
15403,10221,2
15524,10221,1
15712,10221,1
15756,10221,1
15843,10221,1
15900,10221,1
15929,10221,1
15948,10221,3
15981,10221,1
16119,10221,1
16136,10221,1
16175,10221,1
16211,10221,1
16255,10221,1
16298,10221,1
16363,10221,1
16399,10221,1
16414,10221,1
16543,10221,1
16555,10221,1
16647,10221,1
16711,10221,1
16726,10221,1
16777,10221,1
16778,10221,1
16808,10221,1
16843,10221,1
16989,10221,1
17012,10221,2
17066,10221,1
17074,10221,1
17272,10221,1
17273,10221,1
17475,10221,1
17508,10221,1
17582,10221,1
17609,10221,1
17611,10221,1
17619,10221,1
17675,10221,2
17679,10221,1
17708,10221,1
17735,10221,1
17741,10221,1
17762,10221,2
17847,10221,1
17950,10221,1
18004,10221,1
18036,10221,1
18259,10221,1
18294,10221,1
18301,10221,1
18324,10221,1
18328,10221,1
18382,10221,1
18407,10221,1
18424,10221,1
18430,10221,1
18667,10221,1
18701,10221,1
18965,10221,1
18973,10221,1
19037,10221,1
19138,10221,2
19273,10221,2
19278,10221,1
19284,10221,1
19332,10221,1
19420,10221,1
19499,10221,1
19649,10221,2
19699,10221,3
19709,10221,2
19754,10221,4
19774,10221,1
19790,10221,1
19791,10221,2
19846,10221,1
20073,10221,1
20226,10221,1
20503,10221,1
20636,10221,1
20725,10221,1
20771,10221,1
20850,10221,1
20852,10221,1
20870,10221,1
21279,10221,2
21305,10221,1
21352,10221,1
21531,10221,1
21535,10221,1
21580,10221,1
21705,10221,1
21828,10221,1
21926,10221,1
21941,10221,1
22015,10221,1
22020,10221,1
22076,10221,3
22115,10221,1
22180,10221,1
22319,10221,3
22342,10221,2
22348,10221,2
22376,10221,1
22429,10221,1
22474,10221,1
22498,10221,1
22627,10221,2
22635,10221,2
22876,10221,1
22878,10221,1
22978,10221,2
23006,10221,1
23026,10221,1
23343,10221,1
23665,10221,1
23666,10221,1
23859,10221,2
41,10661,1
174,10661,1
223,10661,1
283,10661,1
339,10661,1
406,10661,1
431,10661,1
460,10661,1
548,10661,1
553,10661,1
595,10661,1
602,10661,1
635,10661,2
702,10661,4
890,10661,1
912,10661,1
971,10661,1
998,10661,1
1169,10661,1
1172,10661,1
1229,10661,1
1281,10661,1
1287,10661,1
1437,10661,1
1452,10661,1
1474,10661,2
1871,10661,1
2086,10661,1
2153,10661,2
2259,10661,1
2281,10661,1
2379,10661,1
2401,10661,1
2453,10661,1
2471,10661,1
2519,10661,1
2553,10661,1
2622,10661,1
2792,10661,1
2878,10661,1
2935,10661,1
2983,10661,1
3013,10661,1
3143,10661,1
3165,10661,1
3251,10661,1
3276,10661,1
3279,10661,1
3394,10661,2
3539,10661,1
3629,10661,2
3649,10661,1
3723,10661,1
3921,10661,1
4005,10661,1
4066,10661,2
4140,10661,1
4163,10661,2
4164,10661,1
4299,10661,4
4442,10661,1
4447,10661,2
4541,10661,3
4581,10661,1
4590,10661,1
4630,10661,1
4653,10661,1
4789,10661,2
4798,10661,1
4903,10661,1
4983,10661,1
5229,10661,2
5234,10661,1
5266,10661,2
5354,10661,1
5445,10661,1
5568,10661,1
5586,10661,2
5694,10661,1
5818,10661,1
5854,10661,2
5897,10661,3
6035,10661,1
6286,10661,1
6347,10661,1
6393,10661,2
6417,10661,2
6657,10661,1
6786,10661,2
6825,10661,2
7099,10661,1
7191,10661,1
7259,10661,1
7288,10661,1
7352,10661,3
7466,10661,1
7800,10661,2
7885,10661,1
7933,10661,1
8060,10661,2
8096,10661,2
8097,10661,1
8281,10661,2
8306,10661,2
8323,10661,1
8359,10661,1
8481,10661,1
8579,10661,1
8644,10661,2
8653,10661,1
8703,10661,1
8824,10661,2
8878,10661,1
8912,10661,1
8920,10661,3
8954,10661,1
9012,10661,1
9138,10661,1
9196,10661,1
9210,10661,1
9417,10661,1
9496,10661,3
9610,10661,1
9794,10661,1
9847,10661,1
9879,10661,1
9949,10661,1
9965,10661,1
10032,10661,1
10043,10661,2
10174,10661,1
10246,10661,1
10335,10661,2
10378,10661,1
10400,10661,1
10444,10661,2
10528,10661,1
10587,10661,1
10611,10661,1
10640,10661,1
10705,10661,2
10716,10661,1
10761,10661,2
11009,10661,1
11053,10661,2
11390,10661,2
11426,10661,2
11433,10661,1
11482,10661,1
11561,10661,1
11749,10661,3
11822,10661,1
11901,10661,1
11957,10661,1
11980,10661,1
12005,10661,1
12085,10661,1
12262,10661,1
12535,10661,1
12703,10661,2
12804,10661,1
13030,10661,1
13052,10661,1
13135,10661,1
13207,10661,2
13298,10661,1
13363,10661,5
13413,10661,1
13477,10661,3
13517,10661,1
13571,10661,1
13754,10661,1
13898,10661,1
13916,10661,1
13932,10661,1
14016,10661,1
14112,10661,1
14548,10661,1
14692,10661,2
14748,10661,1
14828,10661,2
14833,10661,1
14887,10661,1
14918,10661,1
15006,10661,1
15028,10661,1
15129,10661,1
15321,10661,1
15329,10661,1
15340,10661,1
15349,10661,2
15536,10661,1
15741,10661,1
15756,10661,2
15861,10661,1
16047,10661,1
16106,10661,1
16136,10661,1
16244,10661,1
16272,10661,1
16363,10661,1
16505,10661,1
16519,10661,1
16574,10661,1
16614,10661,1
16622,10661,1
16688,10661,1
16763,10661,1
16808,10661,1
16835,10661,1
16874,10661,1
16932,10661,1
17012,10661,1
17060,10661,1
17323,10661,1
17437,10661,2
17445,10661,1
17508,10661,1
17551,10661,1
17609,10661,2
17706,10661,1
17802,10661,1
17864,10661,1
17942,10661,1
18131,10661,1
18134,10661,1
18154,10661,1
18259,10661,2
18301,10661,1
18324,10661,2
18345,10661,1
18430,10661,1
18432,10661,1
18586,10661,4
18715,10661,1
18716,10661,1
18718,10661,1
18727,10661,1
18813,10661,1
18843,10661,1
18884,10661,1
18976,10661,2
19279,10661,1
19401,10661,1
19469,10661,1
19573,10661,1
19684,10661,1
19714,10661,2
19741,10661,2
19754,10661,4
19846,10661,1
19881,10661,1
19967,10661,2
20031,10661,1
20214,10661,1
20621,10661,1
20631,10661,1
20661,10661,3
20674,10661,1
20723,10661,1
20852,10661,1
20944,10661,2
21103,10661,1
21370,10661,1
21375,10661,1
21535,10661,1
21755,10661,1
21817,10661,1
21828,10661,1
21946,10661,1
22076,10661,1
22146,10661,1
22172,10661,1
22319,10661,1
22348,10661,3
22376,10661,1
22428,10661,1
22469,10661,2
22533,10661,1
22663,10661,2
22782,10661,1
22843,10661,1
22983,10661,1
23263,10661,1
23854,10661,1
23859,10661,6
23867,10661,2
87,10675,2
147,10675,1
185,10675,1
227,10675,1
274,10675,1
